0,0.02799
1,-0.030646
2,0.062754
3,-0.14915
4,0.19097
5,-1.997e-15
6,-0.45079
7,0.29606
8,-0.062754
9,-0.030646
10,0.12559
11,-0.29606
12,0.19097
13,-3.6786e-15
14,-0.19097
15,0.29606
16,-0.12559
17,0.030646
18,0.062754
19,-0.29606
20,0.45079
21,-1.4137e-15
22,-0.19097
23,0.14915
24,-0.062754
25,0.030646
26,-0.02799
