0,-6.2479e-16
1,0.090252
2,-0.22734
3,-4.6355e-16
4,0.24181
5,-0.38291
6,4.6361e-16
7,0.24164
8,-0.22734
9,-0.090252
10,-2.808e-16
11,0.24164
12,-0.24181
13,2.6313e-16
14,0.24181
15,-0.24164
16,-3.1975e-16
17,0.090252
18,0.22734
19,-0.24164
20,-2.0218e-16
21,0.38291
22,-0.24181
23,-4.2648e-16
24,0.22734
25,-0.090252
26,-1.7129e-16
