4.289000E-1	9.339085E+0
4.332333E-1	9.483527E+0
4.375667E-1	9.635570E+0
4.419000E-1	9.749603E+0
4.462333E-1	9.848431E+0
4.505667E-1	9.916851E+0
4.549000E-1	9.985271E+0
4.592333E-1	1.003849E+1
4.635667E-1	1.009170E+1
4.679000E-1	1.010691E+1
4.722333E-1	1.012971E+1
4.765667E-1	1.012211E+1
4.809000E-1	1.012211E+1
4.852333E-1	1.009930E+1
4.895667E-1	1.006129E+1
4.939000E-1	1.000047E+1
4.982333E-1	9.977668E+0
5.025667E-1	9.863636E+0
5.069000E-1	9.764807E+0
5.112333E-1	9.658377E+0
5.155667E-1	9.559548E+0
5.199000E-1	9.399903E+0
#5.242333E-1	9.240257E+0
#5.285667E-1	9.103417E+0
#5.329000E-1	8.882954E+0
#5.372333E-1	8.670093E+0
#5.415667E-1	8.442028E+0
#5.459000E-1	8.168349E+0
#5.502333E-1	7.932681E+0
#5.545667E-1	7.674207E+0
#5.589000E-1	7.377722E+0
#Period=0.7mA
#x->mA
#y->GHz
