#1.811800E+0	1.432094E+1
#1.818257E+0	1.427419E+1
#1.824713E+0	1.416899E+1
#1.831170E+0	1.411055E+1
#1.837627E+0	1.407548E+1
#1.844083E+0	1.401704E+1
#1.850540E+0	1.401704E+1
#1.856997E+0	1.399366E+1
#1.863453E+0	1.397028E+1
#1.869910E+0	1.387677E+1
#1.876367E+0	1.383002E+1
#1.882823E+0	1.377157E+1
#1.889280E+0	1.372482E+1
1.895737E+0	1.365469E+1
1.902193E+0	1.360793E+1
1.908650E+0	1.353780E+1
1.915107E+0	1.345598E+1
1.921563E+0	1.331571E+1
1.928020E+0	1.316376E+1
1.934477E+0	1.300012E+1
1.940933E+0	1.282479E+1
1.947390E+0	1.263777E+1
#1.953847E+0	1.243906E+1
#1.960303E+0	1.218191E+1
#1.966760E+0	1.198320E+1
#1.973217E+0	1.173773E+1
#1.979673E+0	1.150396E+1
#1.986130E+0	1.121174E+1
#1.992587E+0	1.098966E+1
#1.999043E+0	1.070913E+1
#2.005500E+0	1.045197E+1
#Period=0.7mA
#x->mA
#y->GHz
