#-3.289000E-1	6.291491E+0
#-3.241325E-1	6.644559E+0
#-3.193650E-1	6.997313E+0
#-3.145975E-1	7.332130E+0
#-3.098300E-1	7.577264E+0
#-3.050625E-1	7.906102E+0
#-3.002950E-1	8.169173E+0
#-2.955275E-1	8.462138E+0
-2.907600E-1	8.701293E+0
-2.859925E-1	8.886638E+0
-2.812250E-1	9.095898E+0
-2.764575E-1	9.293201E+0
-2.716900E-1	9.460610E+0
-2.669225E-1	9.592145E+0
-2.621550E-1	9.729659E+0
-2.573875E-1	9.855216E+0
-2.526200E-1	9.950878E+0
-2.478525E-1	1.002262E+1
-2.430850E-1	1.007643E+1
-2.383175E-1	1.012427E+1
-2.335500E-1	1.014220E+1
-2.287825E-1	1.014818E+1
-2.240150E-1	1.014818E+1
-2.192475E-1	1.012427E+1
-2.144800E-1	1.008839E+1
-2.097125E-1	1.003458E+1
-2.049450E-1	9.956857E+0
-2.001775E-1	9.855216E+0
-1.954100E-1	9.753575E+0
-1.906425E-1	9.645955E+0
-1.858750E-1	9.514420E+0
-1.811075E-1	9.376906E+0
#-1.763400E-1	9.203518E+0
#-1.715725E-1	9.060025E+0
#-1.668050E-1	8.892617E+0
#-1.620375E-1	8.725208E+0
#-1.572700E-1	8.527905E+0
#-1.525025E-1	8.324623E+0
#-1.477350E-1	8.139278E+0
#-1.429675E-1	7.971870E+0
#-1.382000E-1	7.792503E+0
#Period=0.7mA
#x->mA
#y->GHz
